feat_importance,shap,Gene1,Gene2,feat_Proba,EdgeWeight
8.58E-06,1.06E-06,IL10,CD40LG,1.60E-05,1.70E-06
0.090815877,0.031180104,CD28,CD40LG,0.169845232,0.050046577
0.028143615,0.042667775,CX3CR1,CD40LG,0.052634616,0.068485214
0.031821082,0.003776015,CCR2,CD40LG,0.05951227,0.006060808
0.007998743,0.000383122,CCR5,CD40LG,0.014959371,0.000614942
0,0,ALB,CD40LG,0,0
0.004055112,0.000212497,IL2,CD40LG,0.007583933,0.000341075
0.011671988,0.000822299,ABCB1,CD40LG,0.021829129,0.001319857
3.96E-05,5.38E-06,HP,CD40LG,7.40E-05,8.64E-06
0.027051681,0.003574765,IL2RA,CD40LG,0.050592464,0.005737786
0,0,MBL2,CD40LG,0,0
0,0,CXCL12,CD40LG,0,0
0.058980239,0.055696661,PRF1,CD40LG,0.110305739,0.089397626
0.046831645,0.001738648,FAS,CD40LG,0.087585254,0.00279067
0.093062106,0.069273261,CCL5,CD40LG,0.174046164,0.111189161
0.00039267,8.95E-05,MKI67,CD40LG,0.000734378,0.000143644
0.031840108,0.001671946,TRIM5,CD40LG,0.059547853,0.002683607
0.010023885,0.004505832,IFNG,CD40LG,0.018746821,0.007232223
0.044156813,0.075887939,SERPINA1,CD40LG,0.082582741,0.121806252
3.17E-05,9.55E-05,HP,CD40LG,5.92E-05,0.000153262
6.05E-05,3.34E-05,CCL2,CD40LG,0.000113191,5.36E-05
0,0,CCL11,CD40LG,0,0
0.013325829,0.000305789,FAS,CD40LG,0.024922168,0.000490816
0.003847266,0.000756754,CCL3,CD40LG,0.007195214,0.001214651
0.002603938,0.000643649,CCL4L2,CD40LG,0.004869925,0.001033109
0.007129837,0.000417337,ALB,CD40LG,0.01333433,0.00066986
0.000306339,6.08E-05,KIR3DL1,CD40LG,0.000572919,9.76E-05
4.40E-06,2.81E-07,CYP2B6,CD40LG,8.22E-06,4.51E-07
0.460521086,0.185909889,HLA-B,CD40LG,0.861273526,0.298400341
0,0,CRP,HLA-B,0,0
0.059036449,0.018824836,FCGR3A,HLA-B,0.110410863,0.030215378
0.000199803,5.51E-05,IL10,HLA-B,0.000373674,8.84E-05
0.064260942,0.010475043,CD28,HLA-B,0.120181789,0.016813288
0.062227426,0.062027566,CX3CR1,HLA-B,0.116378676,0.099559237
0.023202085,0.005016295,CCR2,HLA-B,0.043392892,0.008051557
0.007741601,0.001478772,CCR5,HLA-B,0.01447846,0.002373548
0,0,ALB,HLA-B,0,0
0.000729274,8.76E-05,IL2,HLA-B,0.001363899,0.000140566
0.020881703,0.00466331,ABCB1,HLA-B,0.039053278,0.007484988
0.001694224,7.15E-05,HP,HLA-B,0.003168563,0.000114782
0.021011625,0.001273779,IL2RA,HLA-B,0.03929626,0.002044518
0,0,MBL2,HLA-B,0,0
0,0,CXCL12,HLA-B,0,0
0.125906674,0.109314301,PRF1,HLA-B,0.235472573,0.175458254
0.041264012,0.003445564,FAS,HLA-B,0.077172582,0.005530407
0.269479591,0.140877276,CCL5,HLA-B,0.503984821,0.22611937
0.005658287,0.00055197,MKI67,HLA-B,0.010582214,0.000885957
0.03497252,0.011397448,TRIM5,HLA-B,0.065406138,0.018293822
0.017715186,0.008293556,IFNG,HLA-B,0.033131209,0.013311825
0.101366748,0.096829092,SERPINA1,HLA-B,0.189577632,0.155418489
0.004375674,0.000363149,HP,HLA-B,0.008183453,0.000582884
0.000856084,0.000413645,CCL2,HLA-B,0.001601061,0.000663934
0,0,CCL11,HLA-B,0,0
0.015123071,0.001886687,FAS,HLA-B,0.028283396,0.003028284
0.021933097,0.010032517,CCL3,HLA-B,0.041019611,0.016102997
0.013333483,0.003794485,CCL4L2,HLA-B,0.024936482,0.006090454
0.009091824,0.001702319,ALB,HLA-B,0.017003667,0.002732359
0.00610969,0.001750191,KIR3DL1,HLA-B,0.011426435,0.002809198
0.000866917,0.000320568,CYP2B6,HLA-B,0.001621322,0.000514537
0.070962011,0.011045561,CD40LG,HLA-B,0.132714231,0.017729014
